Building ,Meter Type,Meter Number,Start Date,End Date,Year ,Usage,Units,Demand,Cost
1285 AoA,Water (Basic Water & Sewer),E12102932,2/25/2020,5/25/2020,2020,2751,HCF,N/A,"$28,429.11 "
1285 AoA,Water (Basic Water & Sewer),E12102932,11/25/2019,2/25/2020,2020,2880,HCF,N/A,"$29,762.21 "
1285 AoA,Water (Basic Water & Sewer),E12102932,8/26/2019,11/25/2019,2019,5733,HCF,N/A,"$59,245.40 "
1285 AoA,Water (Basic Water & Sewer),E12102932,6/30/2019,8/26/2019,2019,3418,HCF,N/A,"$35,321.95 "
1285 AoA,Water (Basic Water & Sewer),E12102932,5/23/2019,6/30/2019,2019,910,HCF,N/A,"$9,191.91 "
1285 AoA,Water (Basic Water & Sewer),E12102932,2/25/2019,5/23/2019,2019,3366,HCF,N/A,"$33,999.97 "
1285 AoA,Water (Basic Water & Sewer),E12102932,10/25/2018,11/26/2018,2018,1179,HCF,N/A,"$11,909.08 "
1285 AoA,Water (Basic Water & Sewer),E12102932,7/25/2018,10/25/2018,2018,6985,HCF,N/A,"$70,555.49 "
1285 AoA,Water (Basic Water & Sewer),E12102932,6/30/2018,7/25/2018,2018,1316,HCF,N/A,"$13,292.92 "
1285 AoA,Water (Basic Water & Sewer),E12102932,4/24/2018,6/30/2018,2018,2702,HCF,N/A,"$26,663.07 "
1285 AoA,Water (Basic Water & Sewer),E12102932,1/25/2018,4/24/2018,2018,2217,HCF,N/A,"$21,877.13 "
1285 AoA,Water (Basic Water & Sewer),E12102932,11/26/2018,2/25/2019,2018,4024,HCF,N/A,"$40,646.42 "
1285 AoA,Water (Basic Water & Sewer),E12102932,10/23/2017,1/25/2018,2018,1870,HCF,N/A,"$18,452.97 "
1285 AoA,Water (Basic Water & Sewer),E12102932,7/24/2017,10/23/2017,2017,5397,HCF,N/A,"$53,257.06 "
1285 AoA,Water (Basic Water & Sewer),E12102932,4/23/2017,6/30/2017,2017,6801,HCF,N/A,"$67,111.59 "
1285 AoA,Water (Basic Water & Sewer),E12102932,6/30/2017,7/24/2017,2017,3278,HCF,N/A,"$32,346.98 "
1285 AoA,Water (Basic Water & Sewer),E12102932,1/24/2017,4/23/2017,2017,10203,HCF,N/A,"$100,682.18 "
1285 AoA,Water (Basic Water & Sewer),E12102932,12/1/2016,1/24/2017,2017,4703,HCF,N/A,"$46,408.73 "
1285 AoA,Water (Basic Water & Sewer),O75737618,2/25/2020,5/25/2020,2020,3899,HCF,N/A,"$40,292.66 "
1285 AoA,Water (Basic Water & Sewer),O75737618,11/25/2019,2/25/2020,2020,8037,HCF,N/A,"$83,055.16 "
1285 AoA,Water (Basic Water & Sewer),O75737618,8/26/2019,11/25/2019,2019,9532,HCF,N/A,"$98,504.64 "
1285 AoA,Water (Basic Water & Sewer),O75737618,5/23/2019,6/30/2019,2019,6207,HCF,N/A,"$62,696.91 "
1285 AoA,Water (Basic Water & Sewer),O75737618,6/30/2019,8/26/2019,2019,9941,HCF,N/A,"$102,731.29 "
1285 AoA,Water (Basic Water & Sewer),O75737618,2/25/2019,5/23/2019,2019,8221,HCF,N/A,"$83,040.32 "
1285 AoA,Water (Basic Water & Sewer),O75737618,11/26/2018,2/25/2019,2019,6552,HCF,N/A,"$66,181.75 "
1285 AoA,Water (Basic Water & Sewer),O75737618,10/25/2018,11/26/2018,2018,2743,HCF,N/A,"$27,707.04 "
1285 AoA,Water (Basic Water & Sewer),O75737618,7/25/2018,10/25/2018,2018,12616,HCF,N/A,"$127,434.22 "
1285 AoA,Water (Basic Water & Sewer),O75737618,6/30/2018,7/25/2018,2018,5030,HCF,N/A,"$50,808.03 "
1285 AoA,Water (Basic Water & Sewer),O75737618,4/24/2018,6/30/2018,2018,10312,HCF,N/A,"$101,757.78 "
1285 AoA,Water (Basic Water & Sewer),O75737618,1/25/2018,4/24/2018,2018,9019,HCF,N/A,"$88,998.59 "
1285 AoA,Water (Basic Water & Sewer),O75737618,10/23/2017,1/25/2018,2018,10803,HCF,N/A,"$106,602.92 "
1285 AoA,Water (Basic Water & Sewer),O75737618,7/24/2017,10/23/2017,2017,14333,HCF,N/A,"$141,436.61 "
1285 AoA,Water (Basic Water & Sewer),O75737618,4/23/2017,6/30/2017,2017,6543,HCF,N/A,"$64,565.67 "
1285 AoA,Water (Basic Water & Sewer),O75737618,6/30/2017,7/24/2017,2017,2403,HCF,N/A,"$23,712.56 "
1285 AoA,Water (Basic Water & Sewer),O75737618,1/24/2017,4/23/2017,2017,5993,HCF,N/A,"$59,138.32 "
1285 AoA,Water (Basic Water & Sewer),O75737618,10/24/2016,1/24/2017,2017,6154,HCF,N/A,"$60,727.06 "
1285 AoA,Water (Cooling Tower),V52310096,2/25/2020,5/25/2020,2020,238,HCF,N/A,"($1,283.41)"
1285 AoA,Water (Cooling Tower),V52310096,11/25/2019,2/25/2020,2020,259,HCF,N/A,"($1,396.65)"
1285 AoA,Water (Cooling Tower),V52310096,8/26/2019,11/25/2019,2019,403,HCF,N/A,"($2,173.17)"
1285 AoA,Water (Cooling Tower),V52310096,6/30/2019,8/26/2019,2019,295,HCF,N/A,"($1,590.78)"
1285 AoA,Water (Cooling Tower),V52310096,5/23/2019,6/30/2019,2019,168,HCF,N/A,($885.50)
1285 AoA,Water (Cooling Tower),V52310096,2/25/2019,5/23/2019,2019,274,HCF,N/A,"($1,444.21)"
1285 AoA,Water (Cooling Tower),V52310096,11/26/2018,2/25/2019,2019,426,HCF,N/A,"($1,655.05)"
1285 AoA,Water (Cooling Tower),V52310096,10/25/2018,11/26/2018,2018,91,HCF,N/A,($479.65)
1285 AoA,Water (Cooling Tower),V52310096,7/25/2018,10/25/2018,2018,737,HCF,N/A,"($2,298.09)"
1285 AoA,Water (Cooling Tower),V52310096,6/30/2018,7/25/2018,2018,125,HCF,N/A,($658.86)
1285 AoA,Water (Cooling Tower),V52310096,4/24/2018,6/30/2018,2018,0,HCF,N/A,"($1,436.63)"
1285 AoA,Water (Cooling Tower),V52310096,1/25/2018,4/24/2018,2018,244,HCF,N/A,"($1,256.41)"
1285 AoA,Water (Cooling Tower),V52310096,10/23/2017,1/25/2018,2018,78,HCF,N/A,($396.49)
1285 AoA,Water (Cooling Tower),V83050362,2/25/2020,5/25/2020,2020,1062,HCF,N/A,"($5,726.82)"
1285 AoA,Water (Cooling Tower),V83050362,11/25/2019,2/25/2020,2020,1032,HCF,N/A,"($5,565.04)"
1285 AoA,Water (Cooling Tower),V83050362,8/26/2019,11/25/2019,2019,1252,HCF,N/A,"($6,751.39)"
1285 AoA,Water (Cooling Tower),V83050362,6/30/2019,8/26/2019,2019,1097,HCF,N/A,"($5,915.56)"
1285 AoA,Water (Cooling Tower),V83050362,5/23/2019,6/30/2019,2019,578,HCF,N/A,"($3,046.55)"
1285 AoA,Water (Cooling Tower),V83050362,2/25/2019,5/23/2019,2019,1083,HCF,N/A,"($5,708.33)"
1285 AoA,Water (Cooling Tower),V83050362,11/26/2018,2/25/2019,2019,1365,HCF,N/A,"($5,402.62)"
1285 AoA,Water (Cooling Tower),V83050362,10/25/2018,11/26/2018,2018,388,HCF,N/A,"($2,045.09)"
1285 AoA,Water (Cooling Tower),V83050362,7/25/2018,10/25/2018,2018,1650,HCF,N/A,"($8,696.90)"
1285 AoA,Water (Cooling Tower),V83050362,6/30/2018,7/25/2018,2018,514,HCF,N/A,"($2,709.22)"
1285 AoA,Water (Cooling Tower),V83050362,4/24/2018,6/30/2018,2018,0,HCF,N/A,"($5,360.33)"
1285 AoA,Water (Cooling Tower),V83050362,1/25/2018,4/24/2018,2018,1139,HCF,N/A,"($5,864.96)"
1285 AoA,Water (Cooling Tower),V83050362,9/1/2017,1/25/2018,2018,1432,HCF,N/A,"($1,915.51)"
1285 AoA,Water (Cooling Tower),G17007169,2/25/2020,5/25/2020,2020,848,HCF,N/A,"($4,572.83)"
1285 AoA,Water (Cooling Tower),G17007169,11/25/2019,2/25/2020,2020,598,HCF,N/A,"($3,224.71)"
1285 AoA,Water (Cooling Tower),G17007169,8/26/2019,11/25/2019,2019,3440,HCF,N/A,"($18,550.15)"
1285 AoA,Water (Cooling Tower),G17007169,6/30/2019,8/26/2019,2019,5285,HCF,N/A,"($28,499.28)"
1285 AoA,Water (Cooling Tower),G17007169,5/23/2019,6/30/2019,2019,2166,HCF,N/A,"($11,416.66)"
1285 AoA,Water (Cooling Tower),G17007169,2/25/2019,5/23/2019,2019,1472,HCF,N/A,"($7,758.69)"
1285 AoA,Water (Cooling Tower),G17007169,11/26/2018,2/25/2019,2019,627,HCF,N/A,"($3,304.82)"
1285 AoA,Water (Cooling Tower),G17007169,10/25/2018,11/26/2018,2018,388,HCF,N/A,"($2,045.09)"
1285 AoA,Water (Cooling Tower),G17007169,7/25/2018,10/25/2018,2018,5784,HCF,N/A,"($30,486.60)"
1285 AoA,Water (Cooling Tower),G17007169,6/30/2018,7/25/2018,2018,2552,HCF,N/A,"($13,451.21)"
1285 AoA,Water (Cooling Tower),G17007169,4/24/2018,6/30/2018,2018,0,HCF,N/A,"($19,530.97)"
1285 AoA,Water (Cooling Tower),G17007169,2/9/2018,4/24/2018,2018,877,HCF,N/A,"($4,515.86)"
1285 AoA,Water (Cooling Tower),G17007169,1/24/2018,2/9/2018,2018,129,HCF,N/A,($664.25)
1285 AoA,Water (Cooling Tower),G17007169,8/11/2017,1/24/2018,2018,7547,HCF,N/A,$0.00 
1285 AoA,Water (Cooling Tower),V83050376,2/24/2019,11/25/2019,2019,473,HCF,N/A,"($2,524.07)"
1285 AoA,Water (Cooling Tower),V83050376,8/24/2018,2/24/2019,2019,245,HCF,N/A,"($1,291.36)"
1285 AoA,Water (Cooling Tower),V83050376,6/30/2018,8/24/2018,2018,142,HCF,N/A,($748.46)
1285 AoA,Water (Cooling Tower),V83050376,4/22/2018,6/30/2018,2018,129,HCF,N/A,($664.25)
1285 AoA,Water (Cooling Tower),V83050376,1/25/2018,4/22/2018,2018,77,HCF,N/A,($396.49)
1285 AoA,Water (Cooling Tower),V83050376,9/1/2017,1/25/2018,2018,144,HCF,N/A,($118.43)
1285 AoA,Water (Steam Condensate),60009-59115-001,12/20/2019,3/23/2020,2020,2257,HCF,N/A,"$9,593.48 "
1285 AoA,Water (Steam Condensate),60009-59115-001,9/19/2019,12/20/2019,2019,1780,HCF,N/A,"$7,565.98 "
1285 AoA,Water (Steam Condensate),60009-59115-001,6/20/2019,9/19/2019,2019,2588,HCF,N/A,"$10,973.10 "
1285 AoA,Water (Steam Condensate),60009-59115-001,3/21/2019,6/20/2019,2019,1271,HCF,N/A,"$5,280.58 "
1285 AoA,Water (Steam Condensate),60009-59115-001,12/20/2018,3/21/2019,2019,3104,HCF,N/A,"$12,896.09 "
1285 AoA,Water (Steam Condensate),60009-59115-001,9/19/2018,12/20/2018,2018,2285,HCF,N/A,"$9,493.43 "
1285 AoA,Water (Steam Condensate),60009-59115-001,6/20/2018,9/19/2018,2018,2684,HCF,N/A,"$11,122.80 "
1285 AoA,Water (Steam Condensate),60009-59115-001,3/22/2018,6/20/2018,2018,1624,HCF,N/A,"$6,591.48 "
1285 AoA,Water (Steam Condensate),60009-59115-001,12/20/2017,3/22/2018,2018,3439,HCF,N/A,"$13,958.19 "
1285 AoA,Water (Steam Condensate),60009-59115-001,9/19/2017,12/20/2017,2017,1946,HCF,N/A,"$7,898.41 "
1285 AoA,Water (Steam Condensate),60009-59115-001,6/20/2017,9/19/2017,2017,2313,HCF,N/A,"$9,387.99 "
1285 AoA,Water (Steam Condensate),60009-59115-001,3/23/2017,6/20/2017,2017,1618,HCF,N/A,"$6,567.12 "
1285 AoA,Water (Steam Condensate),60009-59115-001,12/21/2016,3/23/2017,2017,3142,HCF,N/A,"$12,752.73 "
620 AoA,Electric,43-4135-1425-0005-7,6/10/2020,7/10/2020,2020,15680,kWh,32,"$2,186.46 "
620 AoA,Electric,43-4135-1425-0005-7,5/11/2020,6/10/2020,2020,10240,kWh,35.2,"$1,645.19 "
620 AoA,Electric,43-4135-1425-0005-7,4/10/2020,5/11/2020,2020,16000,kWh,44.8,"$2,343.63 "
620 AoA,Electric,43-4135-1425-0005-7,3/12/2020,4/10/2020,2020,15840,kWh,48,"$2,531.92 "
620 AoA,Electric,43-4135-1425-0005-7,2/11/2020,3/12/2020,2020,23840,kWh,52.8,"$3,455.38 "
620 AoA,Electric,43-4135-1425-0005-7,1/10/2020,2/11/2020,2020,26240,kWh,54.4,"$3,894.51 "
620 AoA,Electric,43-4135-1425-0005-7,12/11/2019,1/10/2020,2019,31360,kWh,59.2,"$4,429.49 "
620 AoA,Electric,43-4135-1425-0005-7,11/7/2019,12/11/2019,2019,22560,kWh,56,"$3,806.32 "
620 AoA,Electric,43-4135-1425-0005-7,10/8/2019,11/7/2019,2019,1737.93,kWh,33.6,"$1,795.66 "
620 AoA,Electric,43-4135-1425-0005-7,9/10/2019,10/8/2019,2019,1622.07,kWh,33.6,"$1,675.93 "
620 AoA,Electric,43-4135-1425-0005-7,8/9/2019,9/10/2019,2019,12640,kWh,46.4,"$3,418.56 "
620 AoA,Electric,43-4135-1425-0005-7,7/11/2019,8/9/2019,2019,9920,kWh,68.8,"$3,606.60 "
620 AoA,Electric,43-4135-1425-0005-7,6/11/2019,7/11/2019,2019,21600,kWh,35.2,"$3,686.26 "
620 AoA,Electric,43-4135-1425-0005-7,5/10/2019,6/11/2019,2019,17920,kWh,33.6,"$3,135.67 "
620 AoA,Electric,43-4135-1425-0005-7,4/11/2019,5/10/2019,2019,12960,kWh,25.6,"$1,884.81 "
620 AoA,Electric,43-4135-1425-0005-7,3/13/2019,4/11/2019,2019,11840,kWh,49.6,"$1,659.94 "
620 AoA,Electric,43-4135-1425-0005-7,2/11/2019,3/13/2019,2019,13440,kWh,38.4,"$2,082.46 "
620 AoA,Electric,43-4135-1425-0005-7,1/10/2019,2/11/2019,2019,10400,kWh,44.8,"$2,177.84 "
620 AoA,Electric,43-4135-1425-0005-7,12/11/2018,1/10/2019,2018,14880,kWh,35.2,"$2,349.55 "
620 AoA,Electric,43-4135-1425-0005-7,11/7/2018,12/11/2018,2018,14880,kWh,56,"$3,059.11 "
620 AoA,Electric,43-4135-1425-0005-7,10/10/2018,11/7/2018,2018,7200,kWh,54.4,"$1,908.03 "
620 AoA,Electric,43-4135-1425-0005-7,9/10/2018,10/10/2018,2018,11200,kWh,46.4,"$2,462.56 "
620 AoA,Electric,43-4135-1425-0005-7,8/9/2018,9/10/2018,2018,17120,kWh,60.8,"$3,703.20 "
620 AoA,Electric,43-4135-1425-0005-7,7/11/2018,8/9/2018,2018,17280,kWh,62.4,"$3,592.93 "
620 AoA,Electric,43-4135-1425-0005-7,6/11/2018,7/11/2018,2018,15520,kWh,60.8,"$3,422.74 "
620 AoA,Electric,43-4135-1425-0005-7,5/10/2018,6/11/2018,2018,13120,kWh,56,"$2,793.99 "
620 AoA,Electric,43-4135-1425-0005-7,4/11/2018,5/10/2018,2018,9280,kWh,41.6,"$1,909.81 "
620 AoA,Electric,43-4135-1425-0005-7,3/13/2018,4/11/2018,2018,9280,kWh,56,"$2,268.16 "
620 AoA,Electric,43-4135-1425-0005-7,2/9/2018,3/13/2018,2018,9120,kWh,54.4,"$2,249.92 "
620 AoA,Electric,43-4135-1425-0005-7,1/10/2018,2/9/2018,2018,12160,kWh,57.6,"$2,596.12 "
620 AoA,Electric,43-4135-1425-0005-7,12/11/2017,1/10/2018,2017,20160,kWh,60.8,"$3,742.04 "
620 AoA,Electric,43-4135-1425-0005-7,11/7/2017,12/11/2017,2017,6720,kWh,54.4,"$2,102.91 "
620 AoA,Electric,43-4135-1425-0005-7,10/10/2017,11/7/2017,2017,8960,kWh,36.8,"$1,828.92 "
620 AoA,Electric,43-4135-1425-0005-7,9/8/2017,10/10/2017,2017,13440,kWh,36.8,"$2,605.53 "
620 AoA,Electric,43-4135-1425-0005-7,8/9/2017,9/8/2017,2017,13440,kWh,38.4,"$2,634.48 "
620 AoA,Electric,43-4135-1425-0005-7,7/11/2017,8/9/2017,2017,14560,kWh,59.2,"$3,251.60 "
620 AoA,Electric,43-4135-1425-0005-7,6/9/2017,7/11/2017,2017,16320,kWh,38.4,"$3,107.15 "
620 AoA,Electric,43-4135-1425-0005-7,5/10/2017,6/9/2017,2017,11040,kWh,38.4,"$2,258.11 "
620 AoA,Electric,43-4135-1425-0005-7,4/12/2017,5/10/2017,2017,8480,kWh,36.8,"$1,777.45 "
620 AoA,Electric,43-4135-1425-0005-7,3/14/2017,4/12/2017,2017,18080,kWh,56,"$3,403.31 "
620 AoA,Electric,43-4135-1425-0005-7,2/10/2017,3/14/2017,2017,8320,kWh,51.2,"$2,296.82 "
620 AoA,Electric,43-4135-1425-0005-7,1/11/2017,2/10/2017,2017,6240,kWh,52.8,"$1,822.21 "
620 AoA,Electric,43-4135-1425-0005-7,12/12/2016,1/11/2017,2016,14880,kWh,59.2,"$3,095.91 "
620 AoA,Electric,43-4135-1456-0203-3,6/10/2020,7/10/2020,2020,2160,kWh,9.6,$659.65 
620 AoA,Electric,43-4135-1456-0203-3,5/11/2020,6/10/2020,2020,2160,kWh,9.6,$594.35 
620 AoA,Electric,43-4135-1456-0203-3,4/10/2020,5/11/2020,2020,2320,kWh,8,$462.14 
620 AoA,Electric,43-4135-1456-0203-3,3/20/2020,4/10/2020,2020,1440,kWh,8.8,$296.51 
620 AoA,Electric,43-4135-1456-0203-3,2/11/2020,3/20/2020,2020,2960,kWh,11.2,$650.33 
620 AoA,Electric,43-4135-1456-0203-3,1/10/2020,2/11/2020,2020,2400,kWh,8,$469.92 
620 AoA,Electric,43-4135-1456-0203-3,12/11/2019,1/10/2020,2019,2000,kWh,8,$418.69 
620 AoA,Electric,43-4135-1456-0203-3,11/7/2019,12/11/2019,2019,2320,kWh,8,$481.93 
620 AoA,Electric,43-4135-1456-0203-3,10/9/2019,11/7/2019,2019,2320,kWh,9.6,$474.20 
620 AoA,Electric,43-4135-1456-0203-3,9/10/2019,10/9/2019,2019,1331.15,kWh,10.4,$474.95 
620 AoA,Electric,43-4135-1456-0203-3,8/9/2019,9/10/2019,2019,1468.85,kWh,10.4,$524.13 
620 AoA,Electric,43-4135-1456-0203-3,7/11/2019,8/9/2019,2019,4240,kWh,9.6,$721.81 
620 AoA,Electric,43-4135-1456-0203-3,6/11/2019,7/11/2019,2019,2160,kWh,9.6,$543.12 
620 AoA,Electric,43-4135-1456-0203-3,5/10/2019,6/11/2019,2019,2320,kWh,9.6,$501.59 
620 AoA,Electric,43-4135-1456-0203-3,4/11/2019,5/10/2019,2019,2240,kWh,8,$399.06 
620 AoA,Electric,43-4135-1456-0203-3,3/13/2019,4/11/2019,2019,2080,kWh,8.8,$417.33 
620 AoA,Electric,43-4135-1456-0203-3,2/11/2019,3/13/2019,2019,2320,kWh,8.8,$445.55 
620 AoA,Electric,43-4135-1456-0203-3,1/10/2019,2/11/2019,2019,2880,kWh,11.2,$611.33 
620 AoA,Electric,43-4135-1456-0203-3,12/11/2018,1/10/2019,2018,2560,kWh,11.2,$552.07 
620 AoA,Electric,43-4135-1456-0203-3,11/7/2018,12/11/2018,2018,3280,kWh,11.2,$688.99 
620 AoA,Electric,43-4135-1456-0203-3,10/10/2018,11/7/2018,2018,2720,kWh,12,$580.57 
620 AoA,Electric,43-4135-1456-0203-3,9/10/2018,10/10/2018,2018,3040,kWh,11.2,$672.83 
620 AoA,Electric,43-4135-1456-0203-3,8/9/2018,9/10/2018,2018,3120,kWh,12.8,$772.44 
620 AoA,Electric,43-4135-1456-0203-3,7/11/2018,8/9/2018,2018,3200,kWh,13.6,$762.03 
620 AoA,Electric,43-4135-1456-0203-3,6/11/2018,7/11/2018,2018,3200,kWh,12.8,$757.31 
620 AoA,Electric,43-4135-1456-0203-3,5/10/2018,6/11/2018,2018,3600,kWh,12.8,$743.83 
620 AoA,Electric,43-4135-1456-0203-3,4/11/2018,5/10/2018,2018,3360,kWh,12.8,$675.89 
620 AoA,Electric,43-4135-1456-0203-3,3/13/2018,4/11/2018,2018,3520,kWh,12.8,$721.00 
620 AoA,Electric,43-4135-1456-0203-3,2/9/2018,3/13/2018,2018,3600,kWh,13.6,$745.91 
620 AoA,Electric,43-4135-1456-0203-3,1/10/2018,2/9/2018,2018,3360,kWh,12.8,$687.69 
620 AoA,Electric,43-4135-1456-0203-3,12/11/2017,1/10/2018,2017,3200,kWh,13.6,$711.80 
620 AoA,Electric,43-4135-1456-0203-3,11/7/2017,12/11/2017,2017,3920,kWh,12.8,$826.13 
620 AoA,Electric,43-4135-1456-0203-3,10/10/2017,11/7/2017,2017,3520,kWh,13.6,$728.66 
620 AoA,Electric,43-4135-1456-0203-3,9/8/2017,10/10/2017,2017,4080,kWh,14.4,$909.05 
620 AoA,Electric,43-4135-1456-0203-3,8/9/2017,9/8/2017,2017,3200,kWh,13.6,$779.17 
620 AoA,Electric,43-4135-1456-0203-3,7/11/2017,8/9/2017,2017,3200,kWh,16,$827.16 
620 AoA,Electric,43-4135-1456-0203-3,6/9/2017,7/11/2017,2017,3840,kWh,14.4,$917.36 
620 AoA,Electric,43-4135-1456-0203-3,5/10/2017,6/9/2017,2017,3680,kWh,12.8,$784.68 
620 AoA,Electric,43-4135-1456-0203-3,4/12/2017,5/10/2017,2017,3520,kWh,13.6,$732.00 
620 AoA,Electric,43-4135-1456-0203-3,3/14/2017,4/12/2017,2017,3840,kWh,14.4,$805.25 
620 AoA,Electric,43-4135-1456-0203-3,2/10/2017,3/14/2017,2017,3600,kWh,13.6,$841.86 
620 AoA,Electric,43-4135-1456-0203-3,1/11/2017,2/10/2017,2017,3200,kWh,12.8,$685.84 
620 AoA,Electric,43-4135-1456-0203-3,12/12/2016,1/11/2017,2016,2800,kWh,12.8,$642.78 
620 AoA,Electric,43-4135-1458-0002-5,6/10/2020,7/10/2020,2020,30800,kWh,84,"$6,052.29 "
620 AoA,Electric,43-4135-1458-0002-5,5/11/2020,6/10/2020,2020,31756.1,kWh,84,"$4,977.23 "
620 AoA,Electric,43-4135-1458-0002-5,4/10/2020,5/11/2020,2020,32814.63,kWh,84,"$5,143.12 "
620 AoA,Electric,43-4135-1458-0002-5,3/20/2020,4/10/2020,2020,22229.27,kWh,84,"$3,484.07 "
620 AoA,Electric,43-4135-1458-0002-5,3/12/2020,3/20/2020,2020,11031.58,kWh,96,"$1,704.53 "
620 AoA,Electric,43-4135-1458-0002-5,2/11/2020,3/12/2020,2020,41368.42,kWh,96,"$5,786.75 "
620 AoA,Electric,43-4135-1458-0002-5,1/10/2020,2/11/2020,2020,47600,kWh,104,"$7,084.06 "
620 AoA,Electric,43-4135-1458-0002-5,12/11/2019,1/10/2020,2019,52800,kWh,148,"$8,455.29 "
620 AoA,Electric,43-4135-1458-0002-5,11/7/2019,12/11/2019,2019,61600,kWh,136,"$9,526.21 "
620 AoA,Electric,43-4135-1458-0002-5,10/9/2019,11/7/2019,2019,37600,kWh,84,"$5,990.21 "
620 AoA,Electric,43-4135-1458-0002-5,9/10/2019,10/9/2019,2019,43200,kWh,108,"$7,604.14 "
620 AoA,Electric,43-4135-1458-0002-5,8/9/2019,9/10/2019,2019,52400,kWh,116,"$9,290.23 "
620 AoA,Electric,43-4135-1458-0002-5,7/11/2019,8/9/2019,2019,40800,kWh,108,"$7,810.12 "
620 AoA,Electric,43-4135-1458-0002-5,6/11/2019,7/11/2019,2019,41600,kWh,84,"$7,167.70 "
620 AoA,Electric,43-4135-1458-0002-5,5/10/2019,6/11/2019,2019,50800,kWh,88,"$7,368.90 "
620 AoA,Electric,43-4135-1458-0002-5,4/11/2019,5/10/2019,2019,48400,kWh,100,"$6,391.03 "
620 AoA,Electric,43-4135-1458-0002-5,3/13/2019,4/11/2019,2019,55200,kWh,112,"$7,477.90 "
620 AoA,Electric,43-4135-1458-0002-5,2/11/2019,3/13/2019,2019,65600,kWh,140,"$9,048.48 "
620 AoA,Electric,43-4135-1458-0002-5,1/10/2019,2/11/2019,2019,71600,kWh,152,"$11,214.96 "
620 AoA,Electric,43-4135-1458-0002-5,12/11/2018,1/10/2019,2018,64000,kWh,148,"$9,874.87 "
620 AoA,Electric,43-4135-1458-0002-5,11/7/2018,12/11/2018,2018,54000,kWh,144,"$9,547.59 "
620 AoA,Electric,43-4135-1458-0002-5,10/10/2018,11/7/2018,2018,37200,kWh,92,"$5,959.18 "
620 AoA,Electric,43-4135-1458-0002-5,9/10/2018,10/10/2018,2018,45200,kWh,96,"$7,523.05 "
620 AoA,Electric,43-4135-1458-0002-5,8/9/2018,9/10/2018,2018,51200,kWh,112,"$8,980.69 "
620 AoA,Electric,43-4135-1458-0002-5,7/11/2018,8/9/2018,2018,51200,kWh,108,"$8,568.19 "
620 AoA,Electric,43-4135-1458-0002-5,6/11/2018,7/11/2018,2018,49600,kWh,112,"$8,632.80 "
620 AoA,Electric,43-4135-1458-0002-5,5/10/2018,6/11/2018,2018,45200,kWh,104,"$7,349.63 "
620 AoA,Electric,43-4135-1458-0002-5,4/11/2018,5/10/2018,2018,42400,kWh,112,"$7,008.06 "
620 AoA,Electric,43-4135-1458-0002-5,3/13/2018,4/11/2018,2018,50800,kWh,132,"$8,736.97 "
620 AoA,Electric,43-4135-1458-0002-5,2/9/2018,3/13/2018,2018,52800,kWh,140,"$8,940.59 "
620 AoA,Electric,43-4135-1458-0002-5,1/10/2018,2/9/2018,2018,61600,kWh,156,"$10,161.93 "
620 AoA,Electric,43-4135-1458-0002-5,12/11/2017,1/10/2018,2017,57200,kWh,152,"$10,122.55 "
620 AoA,Electric,43-4135-1458-0002-5,11/7/2017,12/11/2017,2017,50800,kWh,116,"$8,978.08 "
620 AoA,Electric,43-4135-1458-0002-5,10/10/2017,11/7/2017,2017,44800,kWh,112,"$7,652.21 "
620 AoA,Electric,43-4135-1458-0002-5,9/8/2017,10/10/2017,2017,53600,kWh,120,"$9,564.00 "
620 AoA,Electric,43-4135-1458-0002-5,8/9/2017,9/8/2017,2017,52400,kWh,120,"$9,375.73 "
620 AoA,Electric,43-4135-1458-0002-5,7/11/2017,8/9/2017,2017,51200,kWh,120,"$9,181.33 "
620 AoA,Electric,43-4135-1458-0002-5,6/9/2017,7/11/2017,2017,53600,kWh,112,"$9,699.08 "
620 AoA,Electric,43-4135-1458-0002-5,5/10/2017,6/9/2017,2017,50000,kWh,112,"$8,744.72 "
620 AoA,Electric,43-4135-1458-0002-5,4/12/2017,5/10/2017,2017,44000,kWh,104,"$7,447.91 "
620 AoA,Electric,43-4135-1458-0002-5,3/14/2017,4/12/2017,2017,41200,kWh,160,"$8,314.70 "
620 AoA,Electric,43-4135-1458-0002-5,2/10/2017,3/14/2017,2017,56400,kWh,152,"$11,194.19 "
620 AoA,Electric,43-4135-1458-0002-5,1/11/2017,2/10/2017,2017,52800,kWh,116,"$8,913.78 "
620 AoA,Electric,43-4135-1458-0002-5,12/12/2016,1/11/2017,2016,60800,kWh,156,"$10,963.26 "
620 AoA,Electric,43-4135-1459-0003-1,6/10/2020,7/10/2020,2020,56800,kWh,480,"$14,583.99 "
620 AoA,Electric,43-4135-1459-0003-1,5/11/2020,6/10/2020,2020,56780.49,kWh,0,"$9,456.29 "
620 AoA,Electric,43-4135-1459-0003-1,4/10/2020,5/11/2020,2020,58673.17,kWh,240,"$12,168.16 "
620 AoA,Electric,43-4135-1459-0003-1,3/20/2020,4/10/2020,2020,39746.34,kWh,240,"$8,242.92 "
620 AoA,Electric,43-4135-1459-0003-1,3/12/2020,3/20/2020,2020,20800,kWh,232,"$3,303.01 "
620 AoA,Electric,43-4135-1459-0003-1,2/11/2020,3/12/2020,2020,97600,kWh,232,"$14,450.41 "
620 AoA,Electric,43-4135-1459-0003-1,1/10/2020,2/11/2020,2020,110400,kWh,232,"$16,309.33 "
